index,Job Title,Rating,Company Name,Location,Headquarters,Size (Employees),Founded,Type of ownership,Industry,Sector,Revenue (USD),Minimum Salary ($),Maximum Salary ($),Skills
317,Data Scientist,3.9,Novartis,Cambridge,Basel,'10000+,1996.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,10+ billion,79000.0,147000.0,"['ai', 'artificial intelligence', 'data science']"
318,Data Scientist,3.4,Solving IT International Inc,Chicago,Chicago,'501-1000,,Company - Private,,,,79000.0,147000.0,"['scala', 'excel', 'machine learning', 'ai', 'predictive modeling', 'statistics', 'computer science', 'data science']"
319,Data Scientist,3.3,The Davey Tree Expert Company,Kent,Kent,'10000+,1880.0,Self-employed,Timber Operations,Agriculture & Forestry,1-2 billion,79000.0,147000.0,"['python', 'sql', 'scala', 'cloud', 'excel', 'machine learning', 'ai', 'deep learning', 'statistics', 'mathematics', 'computer science']"
320,Data Scientist,4.6,Centauri,Reston,Chantilly,'501-1000,1999.0,Company - Private,Aerospace & Defense,Aerospace & Defense,100-500 million,79000.0,147000.0,"['sql', 'nosql', 'etl', 'ai', 'computer science', 'security clearance', 'clearance', 'ts/sci']"
321,Data Scientist,,Stride Search,San Francisco,Westlake Village,'1-50,,Company - Private,,,Less than 1 million,79000.0,147000.0,"['python', 'java', 'scala', 'julia', 'machine learning', 'ml', 'ai', 'predictive modeling', 'data science', 'exploratory data analysis', 'data mining']"
322,Machine Learning Engineer,2.6,Software Engineering Institute,Pittsburgh,Pittsburgh,'501-1000,1984.0,College / University,Colleges & Universities,Education,,79000.0,147000.0,"['python', 'java', 'scala', 'etl', 'tensorflow', 'pytorch', 'machine learning', 'ai', 'artificial intelligence', 'natural language processing', 'computer science', 'security clearance', 'clearance']"
323,Data Analyst,3.8,Dermalogica,Carson,Carson,'201-500,1986.0,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,100-500 million,79000.0,147000.0,"['python', 'sql', 'sas', 'etl', 'tableau', 'ai', 'computer science']"
324,Data Scientist,4.8,TechProjects,New York,North Brunswick,'1-50,2011.0,Company - Private,IT Services,Information Technology,,79000.0,147000.0,"['python', 'sql', 'etl', 'tableau', 'excel', 'ai', 'data science', 'data mining']"
325,Data Scientist,4.0,Netskope,Santa Clara,Santa Clara,'501-1000,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,122000.0,146000.0,"['python', 'scala', 'spark', 'cloud', 'excel', 'tensorflow', 'machine learning', 'ml', 'ai', 'artificial intelligence', 'nlp', 'statistics', 'computer science', 'data mining', 'big data']"
326,Data Scientist,4.2,Eversight,Palo Alto,Palo Alto,'51-200,2013.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,10-25 million,122000.0,146000.0,"['python', 'scala', 'cloud', 'machine learning', 'ai', 'deep learning', 'statistics', 'mathematics', 'computer science', 'data science', 'regression']"
327,Data Analyst,3.7,Protolabs,Maple Plain,Maple Plain,'1001-5000,1999.0,Company - Public,Miscellaneous Manufacturing,Manufacturing,100-500 million,122000.0,146000.0,"['sql', 'sas', 'etl', 'ai', 'computer science']"
328,Data Scientist,3.0,Ameritas Life Insurance Corp,Cincinnati,Lincoln,'1001-5000,1887.0,Company - Private,Insurance Agencies & Brokerages,Insurance,2-5 billion,122000.0,146000.0,['ai']
329,Data Engineer,3.5,Western Digital,San Jose,San Jose,'10000+,1970.0,Company - Public,Computer Hardware & Software,Information Technology,10+ billion,122000.0,146000.0,"['python', 'java', 'sas', 'c++', 'aws', 'spark', 'hadoop', 'kubernetes', 'kafka', 'machine learning', 'ai', 'deep learning', 'computer science']"
330,Data Scientist,2.9,"Shimento, Inc.",Santa Clara,Benicia,'1-50,,Company - Private,,,1-5 million,122000.0,146000.0,"['python', 'sql', 'java', 'scala', 'spark', 'hadoop', 'hive', 'nosql', 'tensorflow', 'pytorch', 'scikit-learn', 'keras', 'nltk', 'spacy', 'machine learning', 'ml', 'ai', 'artificial intelligence', 'deep learning', 'nlp', 'natural language processing', 'statistics', 'mathematics', 'computer science', 'data science', 'clustering', 'big data']"
331,Data Scientist,5.0,Averity,New York,New York,'1-50,2014.0,Company - Private,Staffing & Outsourcing,Business Services,,122000.0,146000.0,"['machine learning', 'ai', 'data science']"
332,Data Scientist,4.7,Praxis Engineering,Chantilly,Annapolis Junction,'201-500,2002.0,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,100-500 million,122000.0,146000.0,"['sql', 'java', 'linux', 'javascript', 'aws', 'etl', 'cloud', 'ml', 'ai', 'big data', 'clearance', 'ts/sci']"
333,Data Scientist,,Point72 Ventures,Palo Alto,,,,,,,,122000.0,146000.0,"['machine learning', 'ml', 'ai', 'data science']"
334,Data Scientist,4.5,Johns Hopkins University Applied Physics Laboratory,Laurel,Laurel,'5001-10000,1942.0,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,1-2 billion,122000.0,146000.0,"['spark', 'excel', 'ai', 'statistics', 'computer science', 'data science', 'security clearance', 'clearance']"
335,Data Scientist,4.9,Cambridge Mobile Telematics,Cambridge,Cambridge,'1-50,2010.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,122000.0,146000.0,"['python', 'scala', 'aws', 'spark', 'cloud', 'machine learning', 'ml', 'ai', 'artificial intelligence', 'statistics', 'mathematics', 'computer science', 'time series', 'data mining']"
336,Data Scientist,4.6,Blend360,Columbia,Columbia,'51-200,2002.0,Company - Private,Consulting,Business Services,,122000.0,146000.0,"['python', 'sql', 'java', 'scala', 'aws', 'spark', 'hadoop', 'hive', 'azure', 'nosql', 'etl', 'kubernetes', 'cloud', 'machine learning', 'ai', 'statistics', 'computer science', 'data science']"
337,Data Scientist,5.0,Phoenix Operations Group,Annapolis Junction,Woodbine,'1-50,2011.0,Company - Private,IT Services,Information Technology,1-5 million,122000.0,146000.0,"['python', 'scala', 'linux', 'spark', 'cloud', 'machine learning', 'ai', 'artificial intelligence', 'predictive modeling', 'big data', 'security clearance', 'clearance', 'ts/sci']"
338,Data Analyst,3.9,Nolij Consulting,Falls Church,Vienna,'51-200,2012.0,Company - Public,Consulting,Business Services,1-5 million,122000.0,146000.0,"['python', 'sql', 'tableau', 'excel', 'qlik', 'ai', 'clearance']"
339,Data Scientist,,Hatch Data Inc,San Francisco,,,,,,,,122000.0,146000.0,"['python', 'scala', 'aws', 'spark', 'machine learning', 'ai', 'computer science', 'data science', 'regression']"
340,Data Scientist,,Hatch Data Inc,San Francisco,,,,,,,,122000.0,146000.0,"['python', 'scala', 'aws', 'spark', 'machine learning', 'ai', 'computer science', 'data science', 'regression']"
341,Data Scientist,,Hatch Data Inc,San Francisco,,,,,,,,122000.0,146000.0,"['python', 'scala', 'aws', 'spark', 'machine learning', 'ai', 'computer science', 'data science', 'regression']"
342,Data Scientist,,Hatch Data Inc,San Francisco,,,,,,,,122000.0,146000.0,"['python', 'scala', 'aws', 'spark', 'machine learning', 'ai', 'computer science', 'data science', 'regression']"
343,Data Scientist,,Hatch Data Inc,San Francisco,,,,,,,,122000.0,146000.0,"['python', 'scala', 'aws', 'spark', 'machine learning', 'ai', 'computer science', 'data science', 'regression']"
344,Data Scientist,,Hatch Data Inc,San Francisco,,,,,,,,122000.0,146000.0,"['python', 'scala', 'aws', 'spark', 'machine learning', 'ai', 'computer science', 'data science', 'regression']"
345,Data Scientist,3.5,Maxar Technologies,Herndon,Westminster,'5001-10000,,Company - Public,Aerospace & Defense,Aerospace & Defense,2-5 billion,122000.0,146000.0,"['python', 'sql', 'java', 'c++', 'linux', 'nosql', 'docker', 'cloud', 'excel', 'machine learning', 'ml', 'ai', 'computer science', 'data science', 'big data', 'ts/sci']"
346,Data Scientist,4.3,Quick Base,Cambridge,Cambridge,'201-500,1999.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,112000.0,116000.0,"['python', 'sql', 'tableau', 'excel', 'power bi', 'scikit-learn', 'machine learning', 'ai', 'nlp', 'statistics', 'regression', 'clustering']"
347,Data Scientist,3.7,Takeda,Cambridge,OSAKA,'10000+,1781.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,10+ billion,112000.0,116000.0,"['python', 'sql', 'java', 'scala', 'spark', 'nosql', 'tensorflow', 'machine learning', 'ai', 'artificial intelligence', 'deep learning', 'computer science', 'data science']"
348,Data Scientist,3.5,Maxar Technologies,Herndon,Westminster,'5001-10000,,Company - Public,Aerospace & Defense,Aerospace & Defense,2-5 billion,112000.0,116000.0,"['python', 'sql', 'java', 'c++', 'spark', 'hadoop', 'tableau', 'machine learning', 'ai', 'deep learning', 'statistics', 'mathematics', 'data science', 'security clearance', 'clearance', 'ts/sci']"
349,Data Scientist,4.7,Compass Consulting Group,Thousand Oaks,Danville,'51-200,2008.0,Company - Private,Consulting,Business Services,,112000.0,116000.0,"['python', 'sql', 'machine learning', 'ai', 'artificial intelligence', 'deep learning', 'computer science', 'data mining']"
350,Data Scientist,4.8,Klaviyo,Boston,Boston,'201-500,2012.0,Company - Private,Computer Hardware & Software,Information Technology,,112000.0,116000.0,"['python', 'java', 'javascript', 'html', 'kafka', 'cloud', 'machine learning', 'ml', 'ai', 'statistics', 'computer science', 'data science']"
351,Machine Learning Engineer,4.0,AstraZeneca,Gaithersburg,Cambridge,'10000+,1913.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,10+ billion,112000.0,116000.0,"['python', 'sql', 'sas', 'scala', 'aws', 'spark', 'hadoop', 'azure', 'kubernetes', 'docker', 'cloud', 'machine learning', 'ml', 'ai', 'natural language processing', 'computer science', 'data science']"
352,Data Scientist,4.4,"SolutionIT, Inc.",Edison,Wilmington,'51-200,,Company - Private,,,,112000.0,116000.0,"['machine learning', 'ai', 'predictive modeling', 'statistics', 'computer science', 'data science']"
353,Data Scientist,3.2,Perspecta,Adelphi,Chantilly,'10000+,2018.0,Company - Public,Aerospace & Defense,Aerospace & Defense,,112000.0,116000.0,"['python', 'java', 'c++', 'linux', 'hadoop', 'hive', 'cloud', 'machine learning', 'ml', 'ai', 'mathematics', 'exploratory data analysis', 'clustering', 'big data', 'clearance', 'ts/sci']"
354,Data Scientist,4.5,Smith Hanley Associates,Washington,New York,'1-50,1980.0,Company - Private,Staffing & Outsourcing,Business Services,,112000.0,116000.0,"['python', 'sql', 'cloud', 'machine learning', 'statistics', 'mathematics']"
355,Data Scientist,4.4,Eliassen Group,Plano,Reading,'1001-5000,1989.0,Company - Private,Staffing & Outsourcing,Business Services,100-500 million,112000.0,116000.0,"['python', 'sas', 'machine learning', 'ml', 'ai', 'statistics', 'data science']"
356,Data Scientist,3.1,Bayside Solutions,Sunnyvale,Pleasanton,'1-50,2001.0,Company - Private,Staffing & Outsourcing,Business Services,1-5 million,112000.0,116000.0,"['python', 'sql', 'tableau', 'excel', 'ai']"
357,Data Scientist,3.5,Evolve Vacation Rental,Denver,Denver,'201-500,2011.0,Company - Private,Travel Agencies,Travel & Tourism,,112000.0,116000.0,"['python', 'sql', 'machine learning', 'ai', 'statistics', 'computer science']"
358,Data Scientist,3.8,AgreeYa Solutions,Thousand Oaks,Folsom,'1001-5000,1999.0,Company - Private,IT Services,Information Technology,50-100 million,112000.0,116000.0,"['python', 'sql', 'excel', 'machine learning', 'ai', 'computer science', 'data mining']"
359,Data Scientist,3.7,Carolina Power & Light Co,McLean,Raleigh,'5001-10000,1908.0,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",,112000.0,116000.0,"['python', 'sql', 'java', 'scala', 'kubernetes', 'docker', 'kafka', 'excel', 'machine learning', 'ml', 'ai', 'artificial intelligence', 'nlp', 'natural language processing', 'data science', 'big data', 'security clearance', 'clearance']"
360,Data Engineer,3.7,MassMutual,Boston,Springfield,'5001-10000,1851.0,Company - Private,Insurance Carriers,Insurance,10+ billion,112000.0,116000.0,"['sql', 'scala', 'spark', 'hadoop', 'nosql', 'kafka', 'cloud', 'excel', 'ai', 'computer science', 'big data']"
361,Machine Learning Engineer,5.0,"New Iron Group, Inc.",Boston,Austin,'1-50,2003.0,Contract,Computer Hardware & Software,Information Technology,,112000.0,116000.0,"['python', 'sql', 'sas', 'matlab', 'nosql', 'tensorflow', 'keras', 'machine learning', 'ml', 'ai', 'deep learning', 'statistics', 'mathematics', 'computer science']"
362,Data Engineer,4.0,Travelers,Hartford,Hartford,'10000+,1853.0,Company - Public,Insurance Carriers,Insurance,10+ billion,112000.0,116000.0,"['python', 'sql', 'scala', 'aws', 'spark', 'hive', 'mapreduce', 'cloud', 'qlik', 'ai', 'data science', 'big data']"
363,Data Analyst,3.6,Twitch,San Francisco,San Francisco,'1001-5000,2011.0,Subsidiary or Business Segment,Internet,Information Technology,,112000.0,116000.0,"['python', 'sql', 'tableau', 'ai', 'statistics', 'time series']"
364,Data Scientist,4.8,Klaviyo,Boston,Boston,'201-500,2012.0,Company - Private,Computer Hardware & Software,Information Technology,,110000.0,163000.0,"['cloud', 'machine learning', 'ai', 'statistics', 'mathematics', 'computer science', 'data science', 'regression', 'clustering', 'data mining']"
365,Data Scientist,3.8,GutCheck,Denver,Denver,'51-200,2009.0,Company - Private,Advertising & Marketing,Business Services,10-25 million,110000.0,163000.0,"['sas', 'excel', 'ai', 'statistics']"
366,Data Scientist,3.6,Biogen,Cambridge,Cambridge,'5001-10000,1978.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,10+ billion,110000.0,163000.0,"['scala', 'cloud', 'excel', 'ai', 'computer science']"
367,Data Scientist,,HireAi,San Francisco,,,,,,,,110000.0,163000.0,"['python', 'sql', 'java', 'c++', 'spark', 'nosql', 'mapreduce', 'tableau', 'excel', 'machine learning', 'ai', 'nlp', 'predictive modeling', 'statistics', 'mathematics', 'computer science', 'data science', 'data mining']"
368,Data Scientist,,HireAi,San Francisco,,,,,,,,110000.0,163000.0,"['python', 'sql', 'java', 'c++', 'spark', 'nosql', 'mapreduce', 'tableau', 'excel', 'machine learning', 'ai', 'nlp', 'predictive modeling', 'statistics', 'mathematics', 'computer science', 'data science', 'data mining']"
369,Machine Learning Engineer,3.3,Tempus Labs,Redwood City,Chicago,'501-1000,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,110000.0,163000.0,"['python', 'sql', 'java', 'linux', 'javascript', 'html', 'css', 'aws', 'docker', 'cloud', 'tensorflow', 'pytorch', 'scikit-learn', 'machine learning', 'ml', 'ai', 'statistics', 'mathematics', 'regression', 'clustering']"
370,Data Scientist,4.1,Mentor Graphics,Fremont,Wilsonville,'5001-10000,1981.0,Company - Public,Computer Hardware & Software,Information Technology,1-2 billion,110000.0,163000.0,"['python', 'c++', 'linux', 'matlab', 'excel', 'tensorflow', 'keras', 'machine learning', 'ai', 'mathematics', 'computer science', 'data science']"
371,Data Scientist,3.6,WCG (WIRB-Copernicus Group),Hamilton,Princeton,'1001-5000,,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,100-500 million,110000.0,163000.0,"['sas', 'etl', 'gcp', 'excel', 'power bi', 'ai', 'data science']"
372,Data Engineer,4.5,Kingfisher Systems,Falls Church,Falls Church,'51-200,2005.0,Company - Private,Federal Agencies,Government,25-50 million,110000.0,163000.0,"['python', 'sql', 'computer science', 'clearance', 'secret clearance']"
373,Machine Learning Engineer,3.3,Tempus Labs,Chicago,Chicago,'501-1000,2015.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,110000.0,163000.0,"['aws', 'docker', 'cloud', 'tensorflow', 'pytorch', 'keras', 'machine learning', 'ml', 'ai', 'deep learning', 'statistics', 'mathematics', 'computer science']"
374,Data Engineer,3.4,Liberty Mutual Insurance,Indianapolis,Boston,'10000+,1912.0,Company - Private,Insurance Carriers,Insurance,10+ billion,110000.0,163000.0,"['python', 'sql', 'java', 'javascript', 'nosql', 'etl', 'kafka', 'cloud', 'ml', 'ai', 'computer science']"
375,Data Scientist,4.3,Visionary Integration Professionals,Washington,Folsom,'501-1000,1996.0,Company - Private,IT Services,Information Technology,100-500 million,110000.0,163000.0,"['cloud', 'excel', 'machine learning', 'ai', 'computer science', 'data science']"
376,Data Scientist,3.5,Maxar Technologies,Herndon,Westminster,'5001-10000,,Company - Public,Aerospace & Defense,Aerospace & Defense,2-5 billion,110000.0,163000.0,"['python', 'machine learning', 'ai', 'artificial intelligence', 'mathematics', 'computer science', 'ts/sci']"
377,Data Engineer,4.0,Dynetics,Huntsville,Huntsville,'1001-5000,1974.0,Company - Private,Aerospace & Defense,Aerospace & Defense,100-500 million,110000.0,163000.0,"['python', 'java', 'c++', 'linux', 'matlab', 'ai', 'computer science', 'security clearance', 'clearance', 'secret clearance']"
378,Data Scientist,4.5,Systems & Technology Research,Woburn,Woburn,'201-500,2010.0,Company - Private,Aerospace & Defense,Aerospace & Defense,100-500 million,110000.0,163000.0,"['ai', 'mathematics', 'computer science', 'security clearance', 'clearance']"
379,Data Analyst,4.5,Novetta,Herndon,Mc Lean,'501-1000,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,100-500 million,110000.0,163000.0,"['python', 'sql', 'java', 'scala', 'cloud', 'excel', 'machine learning', 'ai', 'data mining', 'security clearance', 'clearance', 'ts/sci']"
380,Data Engineer,3.9,Navy Federal Credit Union,Merrifield,Vienna,'10000+,1933.0,Other Organization,Banks & Credit Unions,Finance,,110000.0,163000.0,"['sql', 'azure', 'etl', 'cloud', 'tableau', 'power bi', 'ai', 'computer science', 'regression']"
381,Biomedical & Lab Scientist,4.0,Exact Sciences Corporation,Madison,Madison,'1001-5000,1995.0,Company - Public,Health Care Services & Hospitals,Health Care,100-500 million,110000.0,163000.0,"['ai', 'statistics']"
382,Data Analyst,3.6,Community Behavioral Health,Philadelphia,Phila,'201-500,1994.0,Company - Private,Health Care Services & Hospitals,Health Care,500 million-1 billion,110000.0,163000.0,"['sql', 'sas', 'etl', 'tableau', 'excel', 'power bi', 'qlik', 'ai', 'statistics', 'mathematics', 'computer science']"
383,Machine Learning Engineer,5.0,LifeOmic,Raleigh,Indianapolis,'51-200,2016.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,,110000.0,163000.0,"['aws', 'spark', 'hive', 'azure', 'gcp', 'cloud', 'tensorflow', 'pytorch', 'machine learning', 'ml', 'ai']"
384,Data Scientist,4.1,Twitter,San Francisco,San Francisco,'1001-5000,2006.0,Company - Public,Internet,Information Technology,2-5 billion,124000.0,198000.0,"['python', 'java', 'scala', 'c++', 'machine learning', 'ai', 'statistics', 'computer science', 'data science']"
385,Data Scientist,3.2,Postmates - Corporate HQ,San Francisco,San Francisco,'1001-5000,2011.0,Company - Private,Express Delivery Services,Transportation & Logistics,,124000.0,198000.0,"['python', 'sql', 'sas', 'spark', 'hive', 'mapreduce', 'tensorflow', 'pytorch', 'scikit-learn', 'machine learning', 'ml', 'ai', 'natural language processing', 'statistics', 'computer science', 'data science', 'data mining']"
386,Data Scientist,4.9,"Visionist, Inc.",Columbia,Columbia,'51-200,2010.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,10-25 million,124000.0,198000.0,"['python', 'java', 'scala', 'julia', 'spark', 'hadoop', 'tableau', 'tensorflow', 'machine learning', 'ai', 'deep learning', 'nlp', 'natural language processing', 'computer science', 'data science', 'regression', 'clustering', 'security clearance', 'clearance']"
387,Data Scientist,,Navio,San Mateo,Half Moon Bay,'Unknown,,Unknown,,,,124000.0,198000.0,"['java', 'scala', 'javascript', 'aws', 'docker', 'ml', 'ai', 'data science']"
388,Data Scientist,3.3,Concerto HealthAI,Boston,Boston,'201-500,2018.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,124000.0,198000.0,"['python', 'c++', 'machine learning', 'ml', 'ai', 'data science']"
389,Data Scientist,,Evolvinc,Burbank,Los Angeles,'1-50,2005.0,Company - Private,IT Services,Information Technology,,124000.0,198000.0,"['python', 'sql', 'java', 'scala', 'aws', 'spark', 'hadoop', 'cloud', 'excel', 'tensorflow', 'machine learning', 'ml', 'ai', 'statistics', 'data science', 'regression', 'clustering', 'big data']"
390,Data Scientist,5.0,PROPRIUS,Sunnyvale,London,'1-50,,Company - Private,Enterprise Software & Network Solutions,Information Technology,,124000.0,198000.0,"['python', 'java', 'scala', 'c++', 'linux', 'spark', 'hadoop', 'hive', 'etl', 'tableau', 'machine learning', 'ai', 'nlp', 'statistics', 'computer science', 'data science', 'data mining', 'big data']"
391,Data Scientist,3.4,TECHNOCRAFT Solutions,San Ramon,Hilliard,'1-50,,Company - Private,Advertising & Marketing,Business Services,1-5 million,124000.0,198000.0,"['python', 'sql', 'java', 'scala', 'azure', 'etl', 'machine learning', 'ai', 'statistics', 'computer science', 'data science', 'big data']"
392,Data Scientist,4.1,"Latitude, Inc.",Washington,Hanover,'1-50,,Company - Private,Consulting,Business Services,1-5 million,124000.0,198000.0,"['python', 'sql', 'java', 'sas', 'c++', 'matlab', 'tableau', 'machine learning', 'ai', 'statistics', 'mathematics', 'computer science', 'clearance']"
393,Data Scientist,5.0,Royce Geospatial,Springfield,Arlington,'51-200,2014.0,Company - Private,Aerospace & Defense,Aerospace & Defense,10-25 million,124000.0,198000.0,"['python', 'sql', 'java', 'sas', 'javascript', 'html', 'css', 'ml', 'ai', 'mathematics', 'exploratory data analysis', 'big data', 'security clearance', 'clearance', 'ts/sci']"
394,Data Scientist,4.2,CyberCoders,Phoenix,Irvine,'201-500,1999.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,100-500 million,124000.0,198000.0,"['python', 'sql', 'java', 'javascript', 'matlab', 'machine learning', 'ai', 'nlp', 'computer science']"
395,Data Scientist,3.7,Booz Allen Hamilton Inc.,Oxnard,Mc Lean,'10000+,1914.0,Company - Public,Consulting,Business Services,5-10 billion,124000.0,198000.0,"['python', 'hadoop', 'docker', 'tableau', 'machine learning', 'ai', 'artificial intelligence', 'deep learning', 'mathematics', 'data science', 'big data', 'security clearance', 'clearance']"
396,Data Scientist,3.8,Burns & McDonnell,Kansas City,Kansas City,'5001-10000,1898.0,Company - Private,Architectural & Engineering Services,Business Services,1-2 billion,124000.0,198000.0,"['python', 'sql', 'java', 'sas', 'excel', 'machine learning', 'ai', 'statistics', 'computer science', 'data science', 'data mining']"
397,Data Scientist,4.8,InvenTech Info,Jersey City,Bengaluru,'201-500,2010.0,Company - Private,IT Services,Information Technology,1-5 million,124000.0,198000.0,"['python', 'sql', 'java', 'scala', 'c++', 'data mining']"
398,Data Scientist,3.5,Robert Half,Manchester,Menlo Park,'10000+,1948.0,Company - Public,Staffing & Outsourcing,Business Services,2-5 billion,124000.0,198000.0,"['python', 'sql', 'spark', 'hadoop', 'hive', 'nosql', 'nltk', 'machine learning', 'ai', 'statistics', 'data science', 'data mining']"
399,Data Scientist,4.5,Conflux Systems Inc.,Winters,Alpharetta,'1-50,,Company - Private,Accounting,Accounting & Legal,Less than 1 million,124000.0,198000.0,"['python', 'sql', 'aws', 'spark', 'hadoop', 'azure', 'gcp', 'cloud', 'excel', 'machine learning', 'deep learning', 'nlp', 'statistics', 'computer science']"
400,Data Scientist,3.9,Criteo,Ann Arbor,Paris,'1001-5000,2005.0,Company - Public,Internet,Information Technology,2-5 billion,124000.0,198000.0,"['python', 'java', 'scala', 'c++', 'spark', 'hadoop', 'hive', 'tensorflow', 'machine learning', 'ai', 'statistics', 'computer science', 'data science', 'big data']"
401,Data Scientist,3.4,Voice,Brooklyn,,'Unknown,,Company - Private,,,,124000.0,198000.0,"['python', 'java', 'sas', 'machine learning', 'ai', 'predictive modeling', 'statistics', 'mathematics', 'data science', 'data mining']"
402,Data Scientist,,Microagility,New York,Princeton,'1-50,,Company - Private,Consulting,Business Services,1-5 million,124000.0,198000.0,"['sql', 'matlab', 'hive', 'nosql', 'excel', 'machine learning', 'ai', 'statistics', 'data science', 'regression', 'data mining']"
403,Data Scientist,4.1,Coverent,McLean,McLean,'51-200,2008.0,Company - Private,Consulting,Business Services,10-25 million,124000.0,198000.0,"['python', 'excel', 'ai', 'data science', 'clearance', 'ts/sci']"
404,Data Scientist,3.7,Via Transportation,New York,New York,'501-1000,2012.0,Company - Private,Internet,Information Technology,,79000.0,133000.0,"['python', 'sql', 'tableau', 'machine learning', 'predictive modeling', 'statistics']"
405,Data Scientist,3.5,Benson Hill,Saint Louis,Saint Louis,'201-500,2012.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,1-5 million,79000.0,133000.0,"['python', 'julia', 'excel', 'machine learning', 'ai', 'statistics', 'mathematics', 'data science', 'big data']"
406,Data Scientist,4.6,"Conch Technologies, Inc",Concord,Memphis,'51-200,,Company - Private,Consulting,Business Services,5-10 million,79000.0,133000.0,"['machine learning', 'ai', 'data mining']"
407,Data Scientist,,Falcon IT & Staffing Solutions,Fort Belvoir,Washington,'Unknown,,Company - Public,,,,79000.0,133000.0,"['python', 'docker', 'excel', 'ml', 'ai', 'data science', 'security clearance', 'clearance']"
408,Data Scientist,,"Rainmaker Resources, LLC",Cincinnati,Cincinnati,'1-50,,Company - Private,,,,79000.0,133000.0,"['excel', 'ai', 'big data']"
409,Data Engineer,4.4,Rocket Lawyer,San Francisco,San Francisco,'51-200,2008.0,Company - Private,Computer Hardware & Software,Information Technology,50-100 million,79000.0,133000.0,"['python', 'sql', 'java', 'linux', 'hadoop', 'hive', 'nosql', 'etl', 'kafka', 'excel', 'ai', 'computer science', 'big data']"
410,Data Scientist,3.6,DataLab USA,Germantown,Germantown,'51-200,,Company - Private,IT Services,Information Technology,,79000.0,133000.0,"['python', 'sql', 'tableau', 'excel', 'ai', 'data mining']"
411,Data Scientist,3.1,Werner Enterprises Inc,Omaha,Omaha,'10000+,1956.0,Company - Public,Logistics & Supply Chain,Transportation & Logistics,2-5 billion,79000.0,133000.0,"['statistics', 'mathematics', 'computer science', 'data mining']"
412,Data Scientist,5.0,PeopleCom,McLean,Reston,'1-50,,Company - Private,,,1-5 million,79000.0,133000.0,"['python', 'sql', 'ai']"
413,Data Scientist,5.0,VANTA Partners,Open Fork,Clifton Park,'1-50,2018.0,Company - Private,Staffing & Outsourcing,Business Services,,79000.0,133000.0,"['python', 'spark', 'tensorflow', 'scikit-learn', 'keras', 'machine learning', 'ml', 'ai', 'data mining']"
414,Data Scientist,,B4Corp,Reston,Leesburg,'51-200,,Company - Private,IT Services,Information Technology,,79000.0,133000.0,"['python', 'sql', 'cloud', 'excel', 'machine learning', 'ai', 'natural language processing', 'statistics', 'mathematics', 'data science', 'clearance', 'ts/sci']"
415,Data Scientist,,"Blue Icy Water, LLC",United States,Livonia,'1-50,,Company - Private,,,,79000.0,133000.0,"['excel', 'ai', 'predictive modeling', 'data science']"
416,Data Scientist,3.5,"Farmer's Business Network, Inc.",San Carlos,San Carlos,'201-500,2014.0,Company - Private,Farm Support Services,Agriculture & Forestry,,79000.0,133000.0,"['python', 'excel', 'machine learning', 'ml', 'ai', 'statistics', 'data science', 'big data']"
417,Data Scientist,,Sonde Health,Boston,Boston,'1-50,,Private Practice / Firm,Health Care Services & Hospitals,Health Care,Less than 1 million,79000.0,133000.0,"['python', 'c++', 'aws', 'machine learning', 'ml', 'ai', 'deep learning', 'nlp', 'predictive modeling', 'statistics', 'computer science', 'data science', 'regression', 'clustering']"
418,Data Scientist,5.0,Maxiom,Ashburn,Ashburn,'1-50,,Company - Public,,,,79000.0,133000.0,"['python', 'sql', 'java', 'scala', 'c++', 'hadoop', 'tableau', 'excel', 'statistics', 'computer science', 'data science', 'data mining']"
419,Data Scientist,2.7,Change Healthcare,Lombard,Nashville,'10000+,2007.0,Company - Public,IT Services,Information Technology,,79000.0,133000.0,"['sql', 'aws', 'excel', 'ai', 'statistics']"
